"Datum","Abfahrt (laut Plan)","Ankunft (laut Plan)","Zug","Verspätung (am Zielbahnhof)","Zugausfall"
"28.05.2022","19:28","22:13","ICE 1021","33",""
"28.05.2022","20:09","21:48","ICE 823","3",""
"28.05.2022","20:27","23:12","IC 2215","47",""
"28.05.2022","20:49","22:31","ICE 221","3",""
"28.05.2022","23:20","02:23","IC 60403","0",""
"29.05.2022","02:39","07:02","ICE 921","17",""
"29.05.2022","06:22","07:48","ICE 525","0",""
"29.05.2022","07:22","08:48","ICE 527","0",""
"29.05.2022","08:21","09:48","ICE 529","0",""
"29.05.2022","09:13","10:48","ICE 621","0",""
"29.05.2022","10:10","11:48","ICE 623","0",""
"29.05.2022","11:08","12:48","ICE 625","6",""
"29.05.2022","12:20","13:48","ICE 627","0",""
"29.05.2022","12:48","14:26","ICE 123","21",""
"29.05.2022","13:08","14:48","ICE 629","0","Ausfall (Startbahnhof)"
"29.05.2022","13:33","15:24","ICE 817","17",""
"29.05.2022","14:21","15:48","ICE 721","2",""
"29.05.2022","14:54","16:31","ICE 125","3",""
"29.05.2022","15:11","16:48","ICE 723","4",""
"29.05.2022","16:22","17:48","ICE 725","20",""
"29.05.2022","16:51","18:31","ICE 127","0",""
"29.05.2022","17:22","18:48","ICE 727","0",""
"29.05.2022","18:22","19:48","ICE 729","23",""
"29.05.2022","18:48","20:30","ICE 129","12",""
"29.05.2022","19:08","20:48","ICE 821","2",""
"29.05.2022","19:28","22:13","ICE 1021","49",""
"29.05.2022","20:09","21:48","ICE 823","5",""
"29.05.2022","20:27","23:12","IC 2215","53",""
"29.05.2022","20:49","22:31","ICE 221","0",""
"30.05.2022","02:39","07:02","ICE 921","3",""
"30.05.2022","04:57","06:48","ICE 523","0",""
"30.05.2022","05:36","07:24","ICE 811","0",""
"30.05.2022","06:22","07:48","ICE 525","17",""
"30.05.2022","07:22","08:48","ICE 527","2",""
"30.05.2022","08:21","09:48","ICE 529","17",""
"30.05.2022","08:48","10:31","ICE 121","0","Ausfall (Startbahnhof)"
"30.05.2022","09:13","10:48","ICE 621","13",""
"30.05.2022","10:10","11:48","ICE 623","0",""
"30.05.2022","11:08","12:48","ICE 625","4",""
"30.05.2022","12:20","13:48","ICE 627","0",""
"30.05.2022","12:48","14:26","ICE 123","0",""
"30.05.2022","13:08","14:48","ICE 629","0",""
"30.05.2022","13:33","15:24","ICE 817","0",""
"30.05.2022","14:21","15:48","ICE 721","39",""
"30.05.2022","14:54","16:31","ICE 125","3",""
"30.05.2022","15:11","16:48","ICE 723","18",""
"30.05.2022","16:22","17:48","ICE 725","30",""
"30.05.2022","16:51","18:31","ICE 127","10",""
"30.05.2022","17:22","18:48","ICE 727","45",""
"30.05.2022","18:22","19:48","ICE 729","3",""
"30.05.2022","18:48","20:30","ICE 129","0",""
"30.05.2022","19:08","20:48","ICE 821","2",""
"30.05.2022","19:28","22:13","ICE 1021","63",""
"30.05.2022","20:09","21:48","ICE 823","49",""
"30.05.2022","20:27","23:12","IC 2215","47",""
"30.05.2022","20:49","22:31","ICE 221","3",""
"30.05.2022","23:20","02:23","IC 60403","28",""
"30.05.2022","23:29","01:10","ICE 619","0",""
"31.05.2022","02:39","07:02","ICE 921","0",""
"31.05.2022","04:57","06:48","ICE 523","0",""
"31.05.2022","05:36","07:24","ICE 811","0",""
"31.05.2022","06:22","07:48","ICE 525","0",""
"31.05.2022","07:22","08:48","ICE 527","0",""
"31.05.2022","08:21","09:48","ICE 529","0",""
"31.05.2022","08:48","10:31","ICE 121","9",""
"31.05.2022","09:13","10:48","ICE 621","10",""
"31.05.2022","10:10","11:48","ICE 623","0",""
"31.05.2022","11:08","12:48","ICE 625","4",""
"31.05.2022","12:20","13:48","ICE 627","7",""
"31.05.2022","12:48","14:26","ICE 123","0",""
"31.05.2022","13:08","14:48","ICE 629","0",""
"31.05.2022","13:33","15:24","ICE 817","0",""
"31.05.2022","14:21","15:48","ICE 721","0",""
"31.05.2022","14:54","16:31","ICE 125","3",""
"31.05.2022","15:11","16:48","ICE 723","0",""
"31.05.2022","16:22","17:48","ICE 725","4",""
"31.05.2022","16:51","18:31","ICE 127","5",""
"31.05.2022","17:22","18:48","ICE 727","8",""
"31.05.2022","18:22","19:48","ICE 729","0",""
"31.05.2022","18:48","20:30","ICE 129","4",""
"31.05.2022","19:08","20:48","ICE 821","0",""
"31.05.2022","20:09","21:48","ICE 823","2",""
"31.05.2022","20:27","23:12","IC 2215","39",""
"31.05.2022","20:49","22:31","ICE 221","0",""
"31.05.2022","23:20","02:23","IC 60403","31",""
"31.05.2022","23:29","01:10","ICE 619","0",""
"01.06.2022","19:28","22:13","ICE 1021","100",""
"01.06.2022","20:27","23:12","IC 2215","29",""
"01.06.2022","23:29","01:10","ICE 619","43",""
"02.06.2022","02:39","07:02","ICE 921","41",""
"02.06.2022","04:57","06:48","ICE 523","2",""
"02.06.2022","05:36","07:24","ICE 811","0",""
"02.06.2022","06:22","07:48","ICE 525","0",""
"02.06.2022","07:22","08:48","ICE 527","4",""
"02.06.2022","08:21","09:48","ICE 529","12",""
"02.06.2022","08:48","10:31","ICE 121","6",""
"02.06.2022","09:13","10:48","ICE 621","4",""
"02.06.2022","10:10","11:48","ICE 623","3",""
"02.06.2022","11:08","12:48","ICE 625","8",""
"02.06.2022","12:20","13:48","ICE 627","2",""
"02.06.2022","12:48","14:26","ICE 123","7",""
"02.06.2022","13:08","14:48","ICE 629","10",""
"02.06.2022","13:33","15:24","ICE 817","0",""
"02.06.2022","14:21","15:48","ICE 721","0",""
"02.06.2022","14:54","16:31","ICE 125","0",""
"02.06.2022","15:11","16:48","ICE 723","18",""
"02.06.2022","16:22","17:48","ICE 725","65",""
"02.06.2022","16:51","18:31","ICE 127","25",""
"02.06.2022","17:22","18:48","ICE 727","8",""
"02.06.2022","18:22","19:48","ICE 729","0",""
"02.06.2022","18:48","20:30","ICE 129","13",""
"02.06.2022","19:08","20:48","ICE 821","4",""
"02.06.2022","19:28","22:13","ICE 1021","101",""
"02.06.2022","20:09","21:48","ICE 823","0",""
"02.06.2022","20:27","23:12","IC 2215","75",""
"02.06.2022","20:49","22:31","ICE 221","5",""
"02.06.2022","23:20","02:23","IC 60403","2",""
"02.06.2022","23:29","01:10","ICE 619","0",""
"03.06.2022","02:39","07:02","ICE 921","214",""
"03.06.2022","04:57","06:48","ICE 523","0",""
"03.06.2022","05:36","07:24","ICE 811","0",""
"03.06.2022","06:22","07:48","ICE 525","25",""
"03.06.2022","07:22","08:48","ICE 527","4",""
"03.06.2022","08:21","09:48","ICE 529","24",""
"03.06.2022","08:48","10:31","ICE 121","21",""
"03.06.2022","09:13","10:48","ICE 621","15",""
"03.06.2022","10:10","11:48","ICE 623","3",""
"03.06.2022","11:08","12:48","ICE 625","0",""
"03.06.2022","12:20","13:48","ICE 627","6",""
"03.06.2022","12:48","14:26","ICE 123","0","Ausfall (Startbahnhof)"
"03.06.2022","13:08","14:48","ICE 629","41",""
"03.06.2022","13:33","15:24","ICE 817","0",""
"03.06.2022","14:21","15:48","ICE 721","0",""
"03.06.2022","14:54","16:31","ICE 125","2",""
"03.06.2022","15:11","16:48","ICE 723","20",""
"03.06.2022","16:22","17:48","ICE 725","36",""
"03.06.2022","16:51","18:31","ICE 127","43",""
"03.06.2022","17:22","18:48","ICE 727","36",""
"03.06.2022","18:22","19:48","ICE 729","11",""
"03.06.2022","18:48","20:30","ICE 129","0","Ausfall (Startbahnhof)"
"03.06.2022","19:08","20:48","ICE 821","28",""
"03.06.2022","19:28","22:13","ICE 1021","59",""
"03.06.2022","20:09","21:48","ICE 823","0","Ausfall (Startbahnhof)"
"03.06.2022","20:27","23:12","IC 2215","62",""
"03.06.2022","20:49","22:31","ICE 221","2",""
"03.06.2022","23:20","02:22","IC 60403","14",""
"03.06.2022","23:27","01:32","ICE 619","48",""
"04.06.2022","04:57","06:48","ICE 523","0",""
"04.06.2022","07:22","08:48","ICE 527","0",""
"04.06.2022","08:21","09:48","ICE 529","0",""
"04.06.2022","08:48","10:31","ICE 121","0",""
"04.06.2022","09:13","10:48","ICE 621","0",""
"04.06.2022","09:49","12:00","IC 2005","0",""
"04.06.2022","10:10","11:48","ICE 623","4",""
"04.06.2022","11:08","12:48","ICE 625","5",""
"04.06.2022","12:20","13:48","ICE 627","42",""
"04.06.2022","12:48","14:26","ICE 123","9",""
"04.06.2022","13:08","14:48","ICE 629","7",""
"04.06.2022","13:33","15:24","ICE 817","0",""
"04.06.2022","14:21","15:48","ICE 721","0",""
"04.06.2022","14:54","16:31","ICE 125","0",""
"04.06.2022","15:11","16:48","ICE 723","0",""
"04.06.2022","16:22","17:48","ICE 725","0","Ausfall (Startbahnhof)"
"04.06.2022","16:49","18:31","ICE 127","3",""
"04.06.2022","17:22","18:48","ICE 727","0",""
"04.06.2022","18:22","19:48","ICE 729","0",""
"04.06.2022","18:48","20:30","ICE 129","0",""
"04.06.2022","19:08","20:48","ICE 821","0",""
"04.06.2022","19:28","22:13","ICE 1021","30",""
"04.06.2022","20:09","21:48","ICE 823","0",""
"04.06.2022","20:27","23:12","IC 2215","32",""
"04.06.2022","20:49","22:31","ICE 221","0",""
"04.06.2022","23:20","02:22","IC 60403","3",""
"05.06.2022","02:39","07:02","ICE 921","2",""
"05.06.2022","06:22","07:48","ICE 525","0",""
"05.06.2022","07:22","08:48","ICE 527","4",""
"05.06.2022","08:21","09:48","ICE 529","0",""
"05.06.2022","09:13","10:48","ICE 621","17",""
"05.06.2022","10:10","11:48","ICE 623","0",""
"05.06.2022","11:08","12:48","ICE 625","0",""
"05.06.2022","12:48","14:26","ICE 123","0",""
"05.06.2022","13:08","14:48","ICE 629","15",""
"05.06.2022","13:33","15:24","ICE 817","0",""
"05.06.2022","14:21","15:48","ICE 721","0",""
"05.06.2022","14:54","16:31","ICE 125","8",""
"05.06.2022","15:11","16:48","ICE 723","7",""
"05.06.2022","16:22","17:48","ICE 725","0",""
"05.06.2022","16:49","18:31","ICE 127","0",""
"05.06.2022","17:22","18:48","ICE 727","16",""
"05.06.2022","18:22","19:48","ICE 729","15",""
"05.06.2022","18:48","20:30","ICE 129","0","Ausfall (Startbahnhof)"
"05.06.2022","19:08","20:48","ICE 821","36",""
"05.06.2022","19:28","22:13","ICE 1021","20",""
"05.06.2022","20:09","21:48","ICE 823","0",""
"05.06.2022","20:27","23:12","IC 2215","72",""
"05.06.2022","20:49","22:31","ICE 221","81",""
"05.06.2022","23:20","02:22","IC 60403","0",""
"06.06.2022","02:39","07:02","ICE 921","0",""
"06.06.2022","06:22","07:48","ICE 525","0",""
"06.06.2022","07:22","08:48","ICE 527","0",""
"06.06.2022","08:21","09:48","ICE 529","0",""
"06.06.2022","09:13","10:48","ICE 621","0",""
"06.06.2022","10:10","11:48","ICE 623","0",""
"06.06.2022","11:08","12:48","ICE 625","4",""
"06.06.2022","12:20","13:48","ICE 627","0",""
"06.06.2022","12:48","14:26","ICE 123","13",""
"06.06.2022","13:08","14:48","ICE 629","3",""
"06.06.2022","13:33","15:24","ICE 817","0","Ausfall (Startbahnhof)"
"06.06.2022","14:21","15:48","ICE 721","15",""
"06.06.2022","14:54","16:31","ICE 125","10",""
"06.06.2022","15:11","16:48","ICE 723","5",""
"06.06.2022","15:27","18:04","ICE 927","50",""
"06.06.2022","16:22","17:48","ICE 725","3",""
"06.06.2022","16:51","18:31","ICE 127","6",""
"06.06.2022","17:22","18:48","ICE 727","0",""
"06.06.2022","18:22","19:48","ICE 729","12",""
"06.06.2022","18:48","20:30","ICE 129","0",""
"06.06.2022","19:08","20:48","ICE 821","5",""
"06.06.2022","19:28","22:25","ICE 1021","13",""
"06.06.2022","20:09","21:48","ICE 823","0",""
"06.06.2022","20:27","23:32","IC 2215","0",""
"06.06.2022","20:49","22:31","ICE 221","5",""
"06.06.2022","23:20","02:28","IC 60403","20",""
"07.06.2022","02:39","07:02","ICE 921","0",""
"07.06.2022","04:57","06:48","ICE 523","0",""
"07.06.2022","05:36","07:24","ICE 811","4",""
"07.06.2022","06:22","07:48","ICE 525","0",""
"07.06.2022","07:22","08:48","ICE 527","8",""
"07.06.2022","08:21","09:48","ICE 529","0",""
"07.06.2022","08:48","10:31","ICE 121","2",""
"07.06.2022","09:13","10:48","ICE 621","3",""
"07.06.2022","10:10","11:48","ICE 623","0",""
"07.06.2022","11:08","12:48","ICE 625","5",""
"07.06.2022","12:20","13:48","ICE 627","0",""
"07.06.2022","12:48","14:26","ICE 123","0",""
"07.06.2022","13:08","14:48","ICE 629","0",""
"07.06.2022","13:33","15:24","ICE 817","0",""
"07.06.2022","14:21","15:48","ICE 721","32",""
"07.06.2022","14:54","16:31","ICE 125","0",""
"07.06.2022","15:11","16:48","ICE 723","0",""
"07.06.2022","16:22","17:48","ICE 725","18",""
"07.06.2022","16:51","18:31","ICE 127","3",""
"07.06.2022","17:22","18:48","ICE 727","0",""
"07.06.2022","18:22","19:48","ICE 729","7",""
"07.06.2022","18:48","20:30","ICE 129","5",""
"07.06.2022","19:08","20:48","ICE 821","10",""
"07.06.2022","19:28","22:13","ICE 1021","23",""
"07.06.2022","20:09","21:48","ICE 823","3",""
"07.06.2022","20:27","23:12","IC 2215","29",""
"07.06.2022","20:49","22:31","ICE 221","14",""
"07.06.2022","23:20","02:22","IC 60403","6",""
"07.06.2022","23:27","01:10","ICE 619","3",""
"08.06.2022","02:39","07:02","ICE 921","0",""
"08.06.2022","04:57","06:48","ICE 523","0",""
"08.06.2022","05:36","07:24","ICE 811","0",""
"08.06.2022","06:22","07:48","ICE 525","0",""
"08.06.2022","07:22","08:48","ICE 527","11",""
"08.06.2022","08:21","09:48","ICE 529","0",""
"08.06.2022","08:48","10:31","ICE 121","2",""
"08.06.2022","09:13","10:48","ICE 621","0",""
"08.06.2022","10:10","11:48","ICE 623","8",""
"08.06.2022","11:08","12:48","ICE 625","8",""
"08.06.2022","12:20","13:48","ICE 627","0",""
"08.06.2022","12:48","14:26","ICE 123","3",""
"08.06.2022","13:08","14:48","ICE 629","2",""
"08.06.2022","13:33","15:24","ICE 817","0",""
"08.06.2022","14:21","15:48","ICE 721","0",""
"08.06.2022","14:54","16:31","ICE 125","7",""
"08.06.2022","15:11","16:48","ICE 723","0",""
"08.06.2022","16:22","17:48","ICE 725","9",""
"08.06.2022","16:51","18:31","ICE 127","0",""
"08.06.2022","17:22","18:48","ICE 727","9",""
"08.06.2022","18:22","19:48","ICE 729","49",""
"08.06.2022","18:48","20:30","ICE 129","68",""
"08.06.2022","19:08","20:48","ICE 821","30",""
"08.06.2022","19:28","22:13","ICE 1021","34",""
"08.06.2022","20:09","21:48","ICE 823","19",""
"08.06.2022","20:27","23:12","IC 2215","38",""
"08.06.2022","20:49","22:31","ICE 221","44",""
"08.06.2022","23:27","01:10","ICE 619","0",""
"09.06.2022","02:39","07:02","ICE 921","11",""
"09.06.2022","04:57","06:48","ICE 523","0",""
"09.06.2022","05:36","07:24","ICE 811","0",""
"09.06.2022","06:22","07:48","ICE 525","49",""
"09.06.2022","07:22","08:48","ICE 527","2",""
"09.06.2022","08:21","09:48","ICE 529","0",""
"09.06.2022","08:48","10:31","ICE 121","43",""
"09.06.2022","09:13","10:48","ICE 621","80",""
"09.06.2022","10:10","11:48","ICE 623","40",""
"09.06.2022","11:08","12:48","ICE 625","15",""
"09.06.2022","12:20","13:48","ICE 627","16",""
"09.06.2022","12:48","14:26","ICE 123","3",""
"09.06.2022","13:08","14:48","ICE 629","7",""
"09.06.2022","13:33","15:24","ICE 817","2",""
"09.06.2022","14:21","15:48","ICE 721","5",""
"09.06.2022","14:54","16:31","ICE 125","59",""
"09.06.2022","15:11","16:48","ICE 723","3",""
"09.06.2022","16:22","17:48","ICE 725","27",""
"09.06.2022","16:51","18:31","ICE 127","0","Ausfall (Startbahnhof)"
"09.06.2022","17:22","18:48","ICE 727","7",""
"09.06.2022","18:22","19:48","ICE 729","5",""
"09.06.2022","18:48","20:30","ICE 129","29",""
"09.06.2022","19:08","20:48","ICE 821","7",""
"09.06.2022","19:28","22:13","ICE 1021","47",""
"09.06.2022","20:09","21:48","ICE 823","5",""
"09.06.2022","20:27","23:12","IC 2215","58",""
"09.06.2022","20:49","22:31","ICE 221","39",""
"09.06.2022","23:20","02:22","IC 60403","44",""
"09.06.2022","23:27","01:10","ICE 619","0",""
"10.06.2022","02:39","07:02","ICE 921","0",""
"10.06.2022","04:57","06:48","ICE 523","4",""
"10.06.2022","05:36","07:24","ICE 811","0",""
"10.06.2022","06:22","07:48","ICE 525","0",""
"10.06.2022","07:22","08:48","ICE 527","0",""
"10.06.2022","08:21","09:48","ICE 529","0",""
"10.06.2022","08:48","10:31","ICE 121","10",""
"10.06.2022","09:13","10:48","ICE 621","4",""
"10.06.2022","10:10","11:48","ICE 623","0",""
"10.06.2022","11:08","12:48","ICE 625","15",""
"10.06.2022","12:20","13:48","ICE 627","15",""
"10.06.2022","12:48","14:26","ICE 123","5",""
"10.06.2022","13:08","14:48","ICE 629","10",""
"10.06.2022","13:33","15:24","ICE 817","3",""
"10.06.2022","14:21","15:48","ICE 721","0",""
"10.06.2022","14:54","16:31","ICE 125","43",""
"10.06.2022","15:11","16:48","ICE 723","6",""
"10.06.2022","16:22","17:48","ICE 725","37",""
"10.06.2022","16:51","18:31","ICE 127","15",""
"10.06.2022","17:22","18:48","ICE 727","7",""
"10.06.2022","18:22","19:48","ICE 729","23",""
"10.06.2022","18:48","20:30","ICE 129","13",""
"10.06.2022","19:08","20:48","ICE 821","13",""
"10.06.2022","19:28","22:13","ICE 1021","27",""
"10.06.2022","20:09","21:48","ICE 823","0",""
"10.06.2022","20:27","23:12","IC 2215","17",""
"10.06.2022","20:49","22:31","ICE 221","0",""
"10.06.2022","23:27","01:10","ICE 619","14",""
"11.06.2022","02:39","07:02","ICE 921","0",""
"11.06.2022","04:57","06:48","ICE 523","0",""
"11.06.2022","06:22","07:48","ICE 525","0",""
"11.06.2022","07:22","08:48","ICE 527","0",""
"11.06.2022","08:21","09:48","ICE 529","51",""
"11.06.2022","09:13","10:48","ICE 621","0",""
"11.06.2022","10:10","11:48","ICE 623","0",""
"11.06.2022","11:08","12:48","ICE 625","0",""
"11.06.2022","12:20","13:48","ICE 627","0",""
"11.06.2022","13:05","14:48","ICE 629","15",""
"11.06.2022","13:33","15:24","ICE 817","0",""
"11.06.2022","14:21","15:48","ICE 721","0",""
"11.06.2022","15:11","16:48","ICE 723","0",""
"19.06.2022","11:00","12:48","ICE 625","23",""
"19.06.2022","12:08","13:48","ICE 627","2",""
"19.06.2022","13:01","14:48","ICE 629","75",""
"19.06.2022","13:18","15:24","ICE 817","7",""
"19.06.2022","14:13","15:48","ICE 721","7",""
"19.06.2022","15:05","16:48","ICE 723","0",""
"19.06.2022","16:07","17:48","ICE 725","2",""
"19.06.2022","17:10","18:48","ICE 727","6",""
"19.06.2022","18:16","19:48","ICE 729","7",""
"19.06.2022","19:01","20:48","ICE 821","21",""
"19.06.2022","19:44","23:15","ICE 1021","33",""
"19.06.2022","20:01","21:48","ICE 823","0",""
"19.06.2022","20:39","00:20","IC 2215","79",""
"20.06.2022","04:51","06:48","ICE 523","7",""
"20.06.2022","05:28","07:24","ICE 811","0",""
"20.06.2022","06:11","07:48","ICE 525","0",""
"20.06.2022","07:13","08:48","ICE 527","14",""
"20.06.2022","08:10","09:48","ICE 529","4",""
"20.06.2022","09:01","10:48","ICE 621","5",""
"20.06.2022","09:54","11:48","ICE 623","9",""
"20.06.2022","11:00","12:48","ICE 625","8",""
"20.06.2022","12:07","13:48","ICE 627","0",""
"20.06.2022","13:01","14:48","ICE 629","5",""
"20.06.2022","13:18","15:24","ICE 817","0",""
"20.06.2022","14:13","15:48","ICE 721","6",""
"20.06.2022","15:05","16:48","ICE 723","0",""
"20.06.2022","16:07","17:48","ICE 725","28",""
"20.06.2022","16:54","19:39","ICE 1224","0",""
"20.06.2022","18:16","19:48","ICE 729","24",""
"20.06.2022","19:01","20:48","ICE 821","0",""
"20.06.2022","19:44","23:15","ICE 1021","8",""
"20.06.2022","20:01","21:48","ICE 823","0",""
"20.06.2022","20:39","00:20","IC 2215","72",""
"21.06.2022","04:51","06:48","ICE 523","0",""
"21.06.2022","05:28","07:24","ICE 811","0","Ausfall (Startbahnhof)"
"21.06.2022","06:11","07:48","ICE 525","4",""
"21.06.2022","07:13","08:48","ICE 527","0",""
"21.06.2022","08:10","09:48","ICE 529","27",""
"21.06.2022","09:01","10:48","ICE 621","10",""
"21.06.2022","09:54","11:48","ICE 623","0",""
"21.06.2022","11:00","12:48","ICE 625","0",""
"21.06.2022","12:07","13:48","ICE 627","0",""
"21.06.2022","13:01","14:48","ICE 629","5",""
"21.06.2022","13:18","15:24","ICE 817","0",""
"21.06.2022","14:13","15:48","ICE 721","2",""
"21.06.2022","15:05","16:48","ICE 723","7",""
"21.06.2022","16:07","17:48","ICE 725","8",""
"21.06.2022","16:54","19:39","ICE 1224","0","Ausfall (Zielbahnhof)"
"21.06.2022","17:10","18:48","ICE 727","9",""
"21.06.2022","18:16","19:48","ICE 729","0",""
"21.06.2022","19:01","20:48","ICE 821","33",""
"21.06.2022","19:44","23:01","ICE 1021","40",""
"21.06.2022","20:01","21:48","ICE 823","0",""
"21.06.2022","20:39","00:20","IC 2215","9",""
"21.06.2022","23:22","02:22","IC 60403","25",""
"22.06.2022","04:51","06:48","ICE 523","0",""
"22.06.2022","05:28","07:24","ICE 811","0",""
"22.06.2022","06:11","07:48","ICE 525","0",""
"22.06.2022","07:13","08:48","ICE 527","2",""
"22.06.2022","08:10","09:48","ICE 529","31",""
"22.06.2022","09:01","10:48","ICE 621","0",""
"22.06.2022","09:54","11:48","ICE 623","0",""
"22.06.2022","11:00","12:48","ICE 625","2",""
"22.06.2022","12:07","13:48","ICE 627","0",""
"22.06.2022","13:01","14:48","ICE 629","3",""
"22.06.2022","13:18","15:24","ICE 817","0",""
"22.06.2022","14:13","15:48","ICE 721","2",""
"22.06.2022","15:05","16:48","ICE 723","0",""
"22.06.2022","16:07","17:48","ICE 725","11",""
"22.06.2022","16:54","19:39","ICE 1224","2",""
"22.06.2022","17:10","18:48","ICE 727","15",""
"22.06.2022","18:16","19:48","ICE 729","11",""
"22.06.2022","19:01","20:48","ICE 821","0",""
"22.06.2022","19:44","23:01","ICE 1021","2",""
"22.06.2022","20:01","21:48","ICE 823","27",""
"22.06.2022","20:39","00:20","IC 2215","31",""
"22.06.2022","23:22","02:22","IC 60403","11",""
"23.06.2022","04:51","06:48","ICE 523","23",""
"23.06.2022","05:28","07:24","ICE 811","0","Ausfall (Startbahnhof)"
"23.06.2022","06:11","07:48","ICE 525","22",""
"23.06.2022","07:13","08:48","ICE 527","0",""
"23.06.2022","08:10","09:48","ICE 529","1",""
"23.06.2022","09:01","10:48","ICE 621","26",""
"23.06.2022","09:54","11:48","ICE 623","0",""
